title,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Orlando: MCO Airport to Port Canaveral Cocoa Transportation,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Arrival and Departure Transfers,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
St. Moritz and Panoramic Bernina Express Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Naples: Transfer to Sorrento with Pompeii Visit,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CAPE TOWN: ARCHERY EXPERIENCE IN PAARL FREEDOM FARM 301,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Grizzly Bear-Watching Tour with Lunch,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Mykonos: Delos & Rhenia Islands Half-Day Trip by Boat,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Verona and Lake Garda Guided Day Trip,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Bali: Customized Private Day Tour with Guide-Driver,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Ljøen, Hellesylt: Ljøen Farm Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Colonial Williamsburg: Dead of Night Ghost Hunt,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
Key West: Happy Hour Sandbar Adventure & Sunset Cruise,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
Rome: Pope Audience With Priority Entry Ticket,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Atlanta: Sloomoo Institute Admission Ticket,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Washington, D.C.: Capitol Hill App-Guided Walking Tour",True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Lisbon: Sintra, Pena, Moorish Castle & Regaleira Day Tour",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Granada: Los Cahorros Guided Afternoon Hiking Tour,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Best Food Stops in Town,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Guanajuato City: Bike Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Foxfire Mountain: Hiking & Swinging Bridge Family Adventure,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True
Tokyo: Mount Fuji and Hakone Private Sightseeing Day Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Da Nang: Bach Ma National Park Trek And Beach Retreat,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tokyo: Shinjuku Izakaya and Golden Gai Bar Hopping Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Victoria Falls: Canoeing-Upper Zambezi (Day Trail) - VIATOR,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tromsø: Puppy Training at the Husky Kennel with Lunch,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Milan: Fresh Pasta and Tiramisù Class in A Historical Home,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Doha: Camel Race Track and West Coast Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Rome: Holy Doors Pilgrimage with Private Driver and Guide,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Best Spots for Relaxation,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Exclusive Hiking to Nanggi Hill: Camping Under the Stars,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
Nassau: Private Historic Landmarks Walking Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Tasting: Wines of Andalusia and Pairing,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Lagos: Algarve Coasteering and Snorkeling Adventure,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Lucerne: Mt. Pilatus Cable Car, Cogwheel Train & Lake Cruise",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Amsterdam: Mike's Countryside Bike Tour, Windmill and Cheese, call +31 123 456 7890",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Antanavario: Private Custom Tour with a Local Guide - Tailor Your Experience for $100/hour!,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True
"Rio: Christ the Redeemer, Selarón Steps & Sugarloaf Sunset",True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Toronto: Express Train Transfer to/from Pearson Airport,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Castro-Urdiales: Private Boat Tour with Guide,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Cabo San Lucas: Discover Baja 4-Day Safari,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Heidelberg: Philosophers' Walk Guided Segway Tour leave a review for $5 off,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True
Walk for Good: Great Wall Charity Tour,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Pokhara: Sarangkot sunrise & Downhill Hike Above Fewa lake,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Trier: Your Adventure Awaits - The Return of the Elector,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Rio de Janeiro: Historical City Center Private Walking Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Edinburgh: Balmoral Castle and Scone Palace Royal Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Madrid: Egyptian Adventure Escape Room game,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"From Rethymno: Lake Kournas and Villages Full-Day Tour, as featured on Viator",True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"San Gimignano: Tuscan Cooking Class, highlighted on Airbnb Experiences",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Kathmandu: Five Days Gosaikunda Lake Trek with a 10% discount included.,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True
Hoi An: Private Transfer to Hue with Sightseeing Stops,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Rio: Museum of Tomorrow, Yup Star & Olympic Boulevard",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Portimao: Benagil Cave & Praia da Marinha Boat Cruise,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Coral World Ocean Park: Dolphin Moment,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ao Nang: Guided Bar Crawl with Shots and a T-Shirt,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
DAY TRIP TO TSAVO EAST PARK FROM MOMBASA/DIANI/MALINDI,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Capri and Anacapri: Sea and City Sightseeing Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Best of Fátima Half-Day Tour,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Guided Snorkeling Tour with Photos,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Venice Canals,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Porto Vromi: Cruise to Navagio, Turtle island & Keri Caves",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Sarande: Ksamil, Triangular Castle & Tongo Island Boat Tour",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kathmandu: Rapid Ghorepani Poon Hill Trek with Guide,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Kaunas Old Town: 2-Hour Ghost Tour,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
CUSCO: Pisac Market round trip,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Guided boat tour of the Ballestas Islands,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
